bucket,raw_name,event_type,description
foul_committed,Angel,personalfoul,Angel Reese personal foul (Loose ball) (Dearica Hamby draws the foul)
turnover,Sparks,turnover,Sparks turnover (shot clock violation)
foul_committed,Dearica,personalfoul,Dearica Hamby personal foul (Angel Reese draws the foul)
foul_committed,Azurá,shootingfoul,Azurá Stevens shooting foul (Angel Reese draws the foul)
foul_committed,Dearica,offensivefoul,Dearica Hamby offensive foul (Off the ball) (Ariel Atkins draws the foul)
foul_committed,Kia,shootingfoul,Kia Nurse shooting foul (Dearica Hamby draws the foul)
turnover,Sky,turnover,Sky turnover (shot clock violation)
foul_committed,Kelsey,offensivefoul,Kelsey Plum offensive foul (Charge) (Kia Nurse draws the foul)
rebound,Sparks,rebound,Sparks offensive rebound
foul_committed,Sky,technicalfoulnonunsportsmanlike,Sky technical foul (Defensive three second)
foul_committed,Emma,shootingfoul,Emma Cannon shooting foul (Angel Reese draws the foul)
rebound,Sky,rebound,Sky offensive rebound
foul_committed,Sarah,shootingfoul,Sarah Ashlee Barker shooting foul (Kia Nurse draws the foul)
rebound,Sky,rebound,Sky defensive rebound
foul_committed,Azurá,shootingfoul,Azurá Stevens shooting foul (Kamilla Cardoso draws the foul)
rebound,Sky,rebound,Sky offensive rebound
foul_committed,Ariel,shootingfoul,Ariel Atkins shooting foul (Kelsey Plum draws the foul)
foul_committed,Azurá,personalfoul,Azurá Stevens personal foul (Kamilla Cardoso draws the foul)
rebound,Sparks,rebound,Sparks offensive rebound
foul_committed,Shey,shootingfoul,Shey Peddy shooting foul (Rachel Banham draws the foul)
rebound,Sky,rebound,Sky offensive rebound
foul_committed,Ariel,personalfoul,Ariel Atkins personal foul (Dearica Hamby draws the foul)
foul_committed,Azurá,shootingfoul,Azurá Stevens shooting foul (Kamilla Cardoso draws the foul)
rebound,Sky,rebound,Sky offensive rebound
foul_committed,Kelsey,personalfoul,Kelsey Plum personal foul (Angel Reese draws the foul)
foul_committed,Ariel,personalfoul,Ariel Atkins personal foul (Kelsey Plum draws the foul)
foul_committed,Rickea,personalfoul,Rickea Jackson personal foul (Rachel Banham draws the foul)
foul_committed,Rachel,shootingfoul,Rachel Banham shooting foul (Kelsey Plum draws the foul)
foul_committed,Kelsey,technicalfoul,Kelsey Plum technical foul
foul_committed,Sarah,personalfoul,Sarah Ashlee Barker personal foul (Take) (Angel Reese draws the foul)
foul_committed,Kelsey,shootingfoul,Kelsey Mitchell shooting foul (NaLyssa Smith draws the foul)
rebound,Fever,rebound,Fever defensive rebound
foul_committed,NaLyssa,shootingfoul,NaLyssa Smith shooting foul (Sophie Cunningham draws the foul)
foul_committed,Aari,shootingfoul,Aari McDonald shooting foul (Jewell Loyd draws the foul)
rebound,Aces,rebound,Aces offensive rebound
foul_committed,Kierstan,personalfoul,Kierstan Bell personal foul (Sophie Cunningham draws the foul)
rebound,Fever,rebound,Fever offensive rebound
foul_committed,Kiah,offensivefoul,Kiah Stokes offensive foul (Sydney Colson draws the foul)
foul_committed,Aliyah,personalfoul,Aliyah Boston personal foul (A'ja Wilson draws the foul)
foul_committed,A'ja,offensivefoul,A'ja Wilson offensive foul (Lexie Hull draws the foul)
foul_committed,Sophie,personalfoul,Sophie Cunningham personal foul (Jackie Young draws the foul)
foul_committed,Aliyah,offensivefoul,Aliyah Boston offensive foul (Jewell Loyd draws the foul)
foul_committed,Natasha,shootingfoul,Natasha Howard shooting foul (A'ja Wilson draws the foul)
foul_committed,Dana,personalfoul,Dana Evans personal foul (Sydney Colson draws the foul)
foul_committed,Fever,technicalfoulnonunsportsmanlike,Fever technical foul (Defensive three second)
foul_committed,Sophie,shootingfoul,Sophie Cunningham shooting foul (NaLyssa Smith draws the foul)
rebound,Aces,rebound,Aces offensive rebound
rebound,Fever,rebound,Fever offensive rebound
rebound,Fever,rebound,Fever offensive rebound
foul_committed,Sydney,personalfoul,Sydney Colson personal foul (A'ja Wilson draws the foul)
rebound,Aces,rebound,Aces offensive rebound
rebound,Aces,rebound,Aces offensive rebound
foul_committed,Jackie,personalfoul,Jackie Young personal foul (Natasha Howard draws the foul)
foul_committed,Megan,personalfoul,Megan Gustafson personal foul (Aliyah Boston draws the foul)
foul_committed,Stephanie,technicalfoul,Stephanie White technical foul
rebound,Fever,rebound,Fever defensive rebound
foul_committed,Jackie,personalfoul,Jackie Young personal foul (Kelsey Mitchell draws the foul)
rebound,Fever,rebound,Fever offensive rebound
foul_committed,A'ja,shootingfoul,A'ja Wilson shooting foul (Kelsey Mitchell draws the foul)
foul_committed,NaLyssa,shootingfoul,NaLyssa Smith shooting foul (Natasha Howard draws the foul)
foul_committed,Chelsea,personalfoul,Chelsea Gray personal foul (Sophie Cunningham draws the foul)
foul_committed,A'ja,shootingfoul,A'ja Wilson shooting foul (Natasha Howard draws the foul)
rebound,Fever,rebound,Fever offensive rebound
foul_committed,Aari,personalfoul,Aari McDonald personal foul (Chelsea Gray draws the foul)
foul_committed,Natasha,personalfoul,Natasha Howard personal foul (Megan Gustafson draws the foul)
foul_committed,Lexie,shootingfoul,Lexie Hull shooting foul (A'ja Wilson draws the foul)
foul_committed,Aari,personalfoul,Aari McDonald personal foul (A'ja Wilson draws the foul)
foul_committed,Kelsey,shootingfoul,Kelsey Mitchell shooting foul (Chelsea Gray draws the foul)
foul_committed,Jackie,personalfoul,Jackie Young personal foul (Aliyah Boston draws the foul)
foul_committed,Megan,shootingfoul,Megan Gustafson shooting foul (Natasha Howard draws the foul)
rebound,Fever,rebound,Fever offensive rebound
foul_committed,Megan,shootingfoul,Megan Gustafson shooting foul (Natasha Howard draws the foul)
foul_committed,NaLyssa,offensivefoul,NaLyssa Smith offensive foul (Lexie Hull draws the foul)
foul_committed,Jewell,shootingfoul,Jewell Loyd shooting foul (Kelsey Mitchell draws the foul)
rebound,Aces,rebound,Aces defensive rebound
turnover,Fever,turnover,Fever turnover (shot clock violation)
rebound,Fever,rebound,Fever defensive rebound
foul_committed,NaLyssa,personalfoul,NaLyssa Smith personal foul (Loose ball) (Makayla Timpson draws the foul)
foul_committed,Makayla,personalfoul,Makayla Timpson personal foul (A'ja Wilson draws the foul)
foul_committed,Aliyah,shootingfoul,Aliyah Boston shooting foul (A'ja Wilson draws the foul)
foul_committed,Aliyah,personalfoul,Aliyah Boston personal foul (A'ja Wilson draws the foul)
foul_committed,A'ja,personalfoul,A'ja Wilson personal foul (Aliyah Boston draws the foul)
rebound,Fever,rebound,Fever defensive rebound
foul_committed,Jackie,personalfoul,Jackie Young personal foul (Take) (Kelsey Mitchell draws the foul)
foul_committed,Chelsea,personalfoul,Chelsea Gray personal foul (Take) (Sophie Cunningham draws the foul)
foul_committed,Alanna,personalfoul,Alanna Smith personal foul (Brionna Jones draws the foul)
foul_committed,Brittney,offensivefoul,Brittney Griner offensive foul (Off the ball) (Bridget Carleton draws the foul)
foul_committed,Courtney,personalfoul,Courtney Williams personal foul (Jordin Canada draws the foul)
foul_committed,Alanna,shootingfoul,Alanna Smith shooting foul (Brittney Griner draws the foul)
foul_committed,Napheesa,personalfoul,Napheesa Collier personal foul (Allisha Gray draws the foul)
foul_committed,Jessica,shootingfoul,Jessica Shepard shooting foul (Allisha Gray draws the foul)
foul_committed,Brionna,offensivefoul,Brionna Jones offensive foul (Off the ball) (Courtney Williams draws the foul)
rebound,Lynx,rebound,Lynx offensive rebound
foul_committed,Te-Hina,personalfoul,Te-Hina Paopao personal foul (Away from play) (Karlie Samuelson draws the foul)
foul_committed,Allisha,shootingfoul,Allisha Gray shooting foul (Natisha Hiedeman draws the foul)
rebound,Lynx,rebound,Lynx offensive rebound
foul_committed,Brittney,personalfoul,Brittney Griner personal foul (Loose ball) (Karlie Samuelson draws the foul)
rebound,Lynx,rebound,Lynx offensive rebound
rebound,Lynx,rebound,Lynx defensive rebound
foul_committed,Allisha,personalfoul,Allisha Gray personal foul (Bridget Carleton draws the foul)
foul_committed,Brittney,offensivefoul,Brittney Griner offensive foul (Alanna Smith draws the foul)
foul_committed,Allisha,personalfoul,Allisha Gray personal foul (Kayla McBride draws the foul)
turnover,Dream,turnover,Dream turnover (shot clock violation)
foul_committed,Napheesa,personalfoul,Napheesa Collier personal foul (Brittney Griner draws the foul)
foul_committed,Courtney,shootingfoul,Courtney Williams shooting foul (Jordin Canada draws the foul)
rebound,Dream,rebound,Dream offensive rebound
foul_committed,Kayla,shootingfoul,Kayla McBride shooting foul (Rhyne Howard draws the foul)
rebound,Dream,rebound,Dream offensive rebound
foul_committed,Jordin,shootingfoul,Jordin Canada shooting foul (Kayla McBride draws the foul)
foul_committed,Kayla,technicalfoul,Kayla McBride technical foul
foul_committed,Brionna,shootingfoul,Brionna Jones shooting foul (Napheesa Collier draws the foul)
rebound,Dream,rebound,Dream offensive rebound
foul_committed,Brittney,offensivefoul,Brittney Griner offensive foul (Off the ball) (Alanna Smith draws the foul)
foul_committed,Allisha,personalfoul,Allisha Gray personal foul (Napheesa Collier draws the foul)
foul_committed,Kayla,personalfoul,Kayla McBride personal foul (Rhyne Howard draws the foul)
rebound,Dream,rebound,Dream defensive rebound
foul_committed,Bridget,personalfoul,Bridget Carleton personal foul (Loose ball) (Allisha Gray draws the foul)
foul_committed,Alanna,shootingfoul,Alanna Smith shooting foul (Allisha Gray draws the foul)
foul_committed,Alanna,shootingfoul,Alanna Smith shooting foul (Brionna Jones draws the foul)
foul_committed,Napheesa,offensivefoul,Napheesa Collier offensive foul (Allisha Gray draws the foul)
foul_committed,Bridget,shootingfoul,Bridget Carleton shooting foul (Naz Hillmon draws the foul)
foul_committed,Naz,shootingfoul,Naz Hillmon shooting foul (Napheesa Collier draws the foul)
foul_committed,Rhyne,personalfoul,Rhyne Howard personal foul (Napheesa Collier draws the foul)
foul_committed,Rhyne,technicalfoul,Rhyne Howard technical foul
foul_committed,Karlie,personalfoul,Karlie Samuelson personal foul (Rhyne Howard draws the foul)
rebound,Lynx,rebound,Lynx defensive rebound
foul_committed,Naz,personalfoul,Naz Hillmon personal foul (Loose ball) (Napheesa Collier draws the foul)
rebound,Dream,rebound,Dream offensive rebound
foul_committed,Brionna,personalfoul,Brionna Jones personal foul (Napheesa Collier draws the foul)
foul_committed,Jessica,shootingfoul,Jessica Shepard shooting foul (Rhyne Howard draws the foul)
foul_committed,Jordin,shootingfoul,Jordin Canada shooting foul (Natisha Hiedeman draws the foul)
rebound,Lynx,rebound,Lynx offensive rebound
foul_committed,Courtney,shootingfoul,Courtney Williams shooting foul (Jordin Canada draws the foul)
rebound,Dream,rebound,Dream offensive rebound
foul_committed,Bridget,shootingfoul,Bridget Carleton shooting foul (Allisha Gray draws the foul)
rebound,Dream,rebound,Dream offensive rebound
rebound,Dream,rebound,Dream offensive rebound
turnover,Dream,turnover,Dream turnover (shot clock violation)
foul_committed,Allisha,personalfoul,Allisha Gray personal foul (Alanna Smith draws the foul)
foul_committed,Bridget,personalfoul,Bridget Carleton personal foul (Loose ball) (Allisha Gray draws the foul)
foul_committed,Bridget,personalfoul,Bridget Carleton personal foul (Allisha Gray draws the foul)
rebound,Dream,rebound,Dream offensive rebound
rebound,Lynx,rebound,Lynx defensive rebound
foul_committed,Rhyne,personalfoul,Rhyne Howard personal foul (Napheesa Collier draws the foul)
rebound,Dream,rebound,Dream offensive rebound
turnover,Dream,turnover,Dream turnover (shot clock violation)
foul_committed,Jordin,personalfoul,Jordin Canada personal foul (Napheesa Collier draws the foul)
rebound,Dream,rebound,Dream offensive rebound
rebound,Dream,rebound,Dream offensive rebound
foul_committed,Napheesa,shootingfoul,Napheesa Collier shooting foul (Brittney Griner draws the foul)
foul_committed,Courtney,shootingfoul,Courtney Williams shooting foul (Allisha Gray draws the foul)
rebound,Lynx,rebound,Lynx defensive rebound
foul_committed,Rhyne,personalfoul,Rhyne Howard personal foul (Take) (Napheesa Collier draws the foul)
foul_committed,Rhyne,personalfoul,Rhyne Howard personal foul (Take) (Kayla McBride draws the foul)
foul_committed,Naz,personalfoul,Naz Hillmon personal foul (Kayla McBride draws the foul)
foul_committed,Napheesa,personalfoul,Napheesa Collier personal foul (Take) (Te-Hina Paopao draws the foul)
foul_committed,Shey,personalfoul,Shey Peddy personal foul (Ezi Magbegor draws the foul)
foul_committed,Dearica,shootingfoul,Dearica Hamby shooting foul (Skylar Diggins draws the foul)
foul_committed,Erica,personalfoul,Erica Wheeler personal foul (Dearica Hamby draws the foul)
foul_committed,Shey,personalfoul,Shey Peddy personal foul (Erica Wheeler draws the foul)
foul_committed,Grace,shootingfoul,Grace Berger shooting foul (Skylar Diggins draws the foul)
rebound,Storm,rebound,Storm offensive rebound
foul_committed,Nneka,personalfoul,Nneka Ogwumike personal foul (Sarah Ashlee Barker draws the foul)
rebound,Sparks,rebound,Sparks offensive rebound
foul_committed,Dominique,shootingfoul,Dominique Malonga shooting foul (Azurá Stevens draws the foul)
rebound,Storm,rebound,Storm offensive rebound
foul_committed,Erica,shootingfoul,Erica Wheeler shooting foul (Azurá Stevens draws the foul)
foul_committed,Dominique,shootingfoul,Dominique Malonga shooting foul (Shey Peddy draws the foul)
rebound,Storm,rebound,Storm defensive rebound
foul_committed,Shey,personalfoul,Shey Peddy personal foul (Nneka Ogwumike draws the foul)
foul_committed,Lexie,offensivefoul,Lexie Brown offensive foul (Charge) (Dearica Hamby draws the foul)
rebound,Storm,rebound,Storm defensive rebound
foul_committed,Alysha,shootingfoul,Alysha Clark shooting foul (Dearica Hamby draws the foul)
rebound,Sparks,rebound,Sparks offensive rebound
foul_committed,Skylar,offensivefoul,Skylar Diggins offensive foul (Charge) (Emma Cannon draws the foul)
foul_committed,Dearica,offensivefoul,Dearica Hamby offensive foul (Nneka Ogwumike draws the foul)
rebound,Sparks,rebound,Sparks offensive rebound
rebound,Storm,rebound,Storm offensive rebound
foul_committed,Dearica,shootingfoul,Dearica Hamby shooting foul (Nneka Ogwumike draws the foul)
foul_committed,Ezi,personalfoul,Ezi Magbegor personal foul (Dearica Hamby draws the foul)
rebound,Sparks,rebound,Sparks offensive rebound
foul_committed,Gabby,shootingfoul,Gabby Williams shooting foul (Rickea Jackson draws the foul)
foul_committed,Sarah,shootingfoul,Sarah Ashlee Barker shooting foul (Skylar Diggins draws the foul)
foul_committed,Ezi,personalfoul,Ezi Magbegor personal foul (Loose ball) (Shey Peddy draws the foul)
foul_committed,Ezi,shootingfoul,Ezi Magbegor shooting foul (Azurá Stevens draws the foul)
rebound,Sparks,rebound,Sparks offensive rebound
rebound,Storm,rebound,Storm defensive rebound
foul_committed,Sarah,shootingfoul,Sarah Ashlee Barker shooting foul (Nneka Ogwumike draws the foul)
foul_committed,Gabby,shootingfoul,Gabby Williams shooting foul (Rickea Jackson draws the foul)
rebound,Storm,rebound,Storm offensive rebound
turnover,Sparks,turnover,Sparks turnover (shot clock violation)
foul_committed,Sania,personalfoul,Sania Feagin personal foul (Gabby Williams draws the foul)
rebound,Storm,rebound,Storm offensive rebound
foul_committed,Alysha,personalfoul,Alysha Clark personal foul (Rickea Jackson draws the foul)
rebound,Storm,rebound,Storm offensive rebound
rebound,Sparks,rebound,Sparks offensive rebound
rebound,Sparks,rebound,Sparks defensive rebound
foul_committed,Skylar,personalfoul,Skylar Diggins personal foul (Shey Peddy draws the foul)
foul_committed,Nneka,personalfoul,Nneka Ogwumike personal foul (Shey Peddy draws the foul)
foul_committed,Zia,personalfoul,Zia Cooke personal foul (Rickea Jackson draws the foul)
foul_committed,Skylar,personalfoul,Skylar Diggins personal foul (Dearica Hamby draws the foul)
foul_committed,Erica,shootingfoul,Erica Wheeler shooting foul (Liatu King draws the foul)
foul_committed,Lexie,personalfoul,Lexie Brown personal foul (Rickea Jackson draws the foul)
foul_committed,Sania,shootingfoul,Sania Feagin shooting foul (Dominique Malonga draws the foul)
turnover,Sparks,turnover,Sparks turnover (shot clock violation)
